"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"YoXaeFly","#GenesisPromotions #XevenWolf",44253,9088,1006,6967,"https://t.co/RRnN6bdQwk","‚Ä† . W O L F . ‚ñ≤",2009-04-01 19:27:04,FALSE,FALSE,"YoXaeFly","Xeven Wolf","en","28173584",17,FALSE,"http://pbs.twimg.com/profile_images/829375893743235072/K6vxYt2R_normal.jpg"
"rossman_clayton","Draw a line, and we'll cross for fun





‚òòWHS '17‚òò ‚ö™Ì†ΩÌ¥¥IU '21‚ö™Ì†ΩÌ¥¥ Ì†ºÌºà Ì†ΩÌ¥µÌ†ΩÌ¥µÌ†ΩÌ¥µÌ†ΩÌ±äÌ†ΩÌ¥µÌ†ΩÌ¥µÌ†ΩÌ¥µ",497,57,3002,129,NA,"Clayton Rossman",2016-03-04 16:13:09,FALSE,FALSE,"rossman_clayton","Indiana ","en","705788178297458688",1,FALSE,"http://pbs.twimg.com/profile_images/826832718424113153/qppI3zDp_normal.jpg"
"wearesocialcn","We are a new kind of agency for China. We develop world class creative ideas with forward thinking brands.",1424,258,6,33,"http://t.co/TtsoHEwGnr","We Are Social China",2015-01-08 08:49:21,FALSE,FALSE,"wearesocialcn","Shanghai","en","2965505634",128,FALSE,"http://pbs.twimg.com/profile_images/620504750421880832/GLlyyP_u_normal.png"
"Grim_N_Gruesome","I love you baby ‚ô•

Gloomy loser/fuck-up. 
Love the dark and spoopy stuff.",9191,214,11475,167,NA,"Grim N Gruesome",2016-06-09 13:21:34,FALSE,FALSE,"Grim_N_Gruesome","California, USA.","en","740896619567030272",32,FALSE,"http://pbs.twimg.com/profile_images/831221992246292480/e_615ro2_normal.jpg"
"cjmimi44","",10,1,7,90,NA,"Cindy Jamison",2016-11-17 01:12:00,FALSE,FALSE,"cjmimi44","Glasgow, DE","en","799057465274941440",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png"
"_kxthy__","",917,272,1328,526,"https://t.co/DEnhmwRkI9","Kathy",2015-11-14 18:32:53,FALSE,FALSE,"_kxthy__","MIA","en","4188183621",3,FALSE,"http://pbs.twimg.com/profile_images/784553650425397248/G9Y2Vikg_normal.jpg"
"KaylaHolmes50","You can question somebody's views and their judgment without questioning their motives or patriotism.",2377,1941,0,2044,NA,"Kayla Holmes",2017-02-01 13:30:21,FALSE,FALSE,"KaylaHolmes50","","en","826784757610536961",16,FALSE,"http://pbs.twimg.com/profile_images/826785725219643392/vNfvbqm0_normal.jpg"
"Cerasis","Third Party logistics company (3PL) empowering shippers via a transportation management system (TMS) & integrated managed transportation services.",68344,12041,9695,9758,"http://t.co/s71nyPHxvI","Cerasis",2009-09-08 23:59:47,FALSE,FALSE,"Cerasis","Servicing North America","en","72708499",1633,FALSE,"http://pbs.twimg.com/profile_images/459366156210429953/1o05pafw_normal.jpeg"
"fellippeleitte","Ì†ºÌ∑ßÌ†ºÌ∑∑ Ì†ºÌºé
22 anos  - Pisciano  ‚ôã
Estudante  ADM Ì†ΩÌ≥ö
Tril√≠ngue -  Ì†ºÌ∑ßÌ†ºÌ∑∑ Ì†ºÌ∑∫Ì†ºÌ∑∏ Ì†ºÌ∑©Ì†ºÌ∑™ 
Trilheiro - Ì†ºÌºÑÌ†ºÌºÖÌ†ºÌºåÌ†ºÌºä",128,78,4205,4,NA,"Felipe Leitte",2016-04-13 00:03:21,FALSE,FALSE,"fellippeleitte","Nova Iorque, USA","pt","720039635850813440",0,FALSE,"http://pbs.twimg.com/profile_images/767390112971952128/QfR4KOMM_normal.jpg"
"epale_ven","In the Way / https://t.co/G3b05Jxf4J",9904,3428,3131,1735,"https://t.co/NQ8meXTVoh","Epale Ven",2009-10-26 23:33:38,FALSE,FALSE,"epale_ven","","es","85448155",59,FALSE,"http://pbs.twimg.com/profile_images/476901958901460993/RqWvr6Wy_normal.jpeg"
"Lisabieber2000","",116,363,199,1908,NA,"Lisabieber",2017-02-13 16:13:23,FALSE,FALSE,"Lisabieber2000","","en","831174439081492482",1,FALSE,"http://pbs.twimg.com/profile_images/831186620795744257/aNDOUD-v_normal.jpg"
"AmelieBaldwin","Wife, Mother, Patriot, Friend",29423,2739,28152,2324,NA,"Amelie Baldwin",2013-08-17 22:53:07,FALSE,FALSE,"AmelieBaldwin","USA","en","1679279490",233,FALSE,"http://pbs.twimg.com/profile_images/552462994769055744/nRWXF7R-_normal.jpeg"
"daydream_addict","I tweet about whatever I want. AND, I will troll a troll Ì†ΩÌ∏à",1502,65,2887,211,NA,"As Decided By Ginger",2013-08-02 07:47:16,FALSE,FALSE,"daydream_addict","","en","1639850538",2,FALSE,"http://pbs.twimg.com/profile_images/830987146253180931/D5uBD6-m_normal.jpg"
"lloydtolentino0","Ì†ΩÌ¥•Ì†ΩÌ¥•Ultimate Fun Boy Of ThemÌ†ΩÌ¥•Ì†ΩÌ¥•

 @jacobsartorius
 @justinbieber
 @selenagomez
 @carsonlueders
 @blakegrey
 @duhitzmark
 @camerondallas
 @babyariel",43,44,153,515,NA,"Lloyd Tolentino",2017-02-14 09:30:01,FALSE,FALSE,"lloydtolentino0","Boracay Island Philippines","en","831435316393152515",0,FALSE,"http://pbs.twimg.com/profile_images/832567785272201216/5l_EKiDV_normal.jpg"
"shondacompany","Shonda & Company",4377,379,1,77,"https://t.co/vRpZexxT3L","Shonda & Company",2009-07-02 19:38:12,FALSE,FALSE,"shondacompany","Atlanta, Georgia ","en","53164033",12,FALSE,"http://pbs.twimg.com/profile_images/702500504467853312/iKXL6Q_z_normal.jpg"
"multifndxm5767","i stan amazing grps #Î∞©ÌÉÑÏÜåÎÖÑÎã® #ÏóëÏÜå #Í∞ìÏÑ∏Î∏ê #MONSTAX #VIXX #ÏÑ∏Î∏êÌã¥ #ÏïÑÏä§Ìä∏Î°ú #NUEST #BR #Ìä∏ÏôÄÏù¥Ïä§ #iKON #BAP #APINK #SF9 #VICTON #PENTAGON #MAMAMOO #Ïù∏ÌîºÎãõ #Î∏åÎûôÌïÄÍ∑∏ #ÎπÖÎ±Ö #BTOB #SuJu",5960,348,5440,1996,NA,"Shyne ‚ô°",2015-04-07 02:37:56,FALSE,FALSE,"multifndxm5767","Republic of the Philippines","en","3142825148",2,FALSE,"http://pbs.twimg.com/profile_images/832180087218802688/-dMeyxfI_normal.jpg"
"BoyOfDisaster","‚ô¶C√°diz‚úàSevilla, 1h 52 min‚û°M√Å3‚ô• ¬´¬ªGaga=MI todo. ‚àÜJake Miller followed me 30/09/15‚àÜ ‚ô•Edurne me fave√≥ 21/03/16‚ô• ‚ú¥ZQU‚àÜD‚ú¥ELLIOTEER‚ú¥",109995,1592,3056,1472,"https://t.co/sQLJUxqc12","xoxo, Javier 9¬æ",2013-05-18 11:00:15,FALSE,FALSE,"BoyOfDisaster","JB followed me √ó03/07/15√ó","es","1438081634",51,FALSE,"http://pbs.twimg.com/profile_images/831258043417554944/l0ARrxdz_normal.jpg"
"camgonework15","God 1st ‚≠êÔ∏è‚≠êÔ∏è‚≠êÔ∏è‚≠êÔ∏è recruit FS 4 yr starting DB #17 4x2/400/200 record holder 7xnational champion #3 FS in Tx 47.16 400",23331,4406,23004,2766,"https://t.co/YL9rYrmPea","Cam Hollywood  Ì†ΩÌ∞êÌ†ΩÌ≤∞",2014-06-03 05:43:02,FALSE,FALSE,"camgonework15","Georgia, USA","en","2542865461",21,FALSE,"http://pbs.twimg.com/profile_images/830840488022392833/7neujH7w_normal.jpg"
"ScrappyWatchdog","Looking for truth, integrity and humility.  ""You can thank the Monkey"" *FIGHT* [forgive as hard as you love] be *BOLD*",2111,166,135,533,NA,"the_silent_observer",2016-03-29 00:20:55,FALSE,FALSE,"ScrappyWatchdog","New Hampshire, USA","en","714608239564955648",112,FALSE,"http://pbs.twimg.com/profile_images/803747558187220992/exAyhIkn_normal.jpg"
"FLucianoalves","",9405,113,99,270,NA,"Luciano Alves",2014-02-28 14:34:46,FALSE,FALSE,"FLucianoalves","","pt","2365699861",16,FALSE,"http://pbs.twimg.com/profile_images/646687408608645120/d7i3h4mD_normal.jpg"
"stephan_poll","",630,12,149,57,NA,"Joanna Richard",2016-01-01 05:49:57,FALSE,FALSE,"stephan_poll","Austin, TX","en","4687442054",2,FALSE,"http://pbs.twimg.com/profile_images/782845988033540096/aPSzCqPx_normal.jpg"
"officialbank_","@johnnyorlando follows
@justinbieber follows",6805,888,3006,1484,NA,"BK_PRAKOBKIT",2015-10-11 01:59:28,FALSE,FALSE,"officialbank_","","th","3853516092",6,FALSE,"http://pbs.twimg.com/profile_images/832594213812330497/3vgaepwk_normal.jpg"
"IMGDigIt","Social Media Consulting | Advertising | Branding | Digital Marketing | Executive Coaching | Public Relations",3412,89,43,71,"https://t.co/nT1K7aBexw","IMGDigital",2015-09-29 02:11:17,FALSE,FALSE,"IMGDigIt","Pittsburgh, PA","en","3809817195",213,FALSE,"http://pbs.twimg.com/profile_images/687369134544388096/oaHawgmC_normal.png"
"Gssik_Silva","‚ôäG√™meos! !.",5802,1608,2642,4986,NA,"Jessica",2012-05-28 11:32:40,FALSE,FALSE,"Gssik_Silva","Esp√≠rito Santo ","pt","592644773",2,FALSE,"http://pbs.twimg.com/profile_images/785597418960281600/9IRWlcrn_normal.jpg"
"kalmar_diana","08/11/16 BEST DAY OF MY LIFE // PURPOSE TOUR Ì†ΩÌ≤òÌ†ΩÌ≤òÌ†ΩÌ≤ò",36,20,66,90,NA,"Kalm√°r Di√°na",2015-08-05 13:22:32,FALSE,FALSE,"kalmar_diana","","hu","3404229544",0,FALSE,"http://pbs.twimg.com/profile_images/832592157584326659/GRFt3fk5_normal.jpg"
"1DKidrxuhl","Everything that you've ever dreamed of, disappearing when you wake up.",37325,3775,82730,2607,NA,"Directioner/Belieber",2016-04-03 15:17:39,FALSE,FALSE,"1DKidrxuhl","London","en-gb","716645847627378688",41,FALSE,"http://pbs.twimg.com/profile_images/815644228906864640/gDDyEwhO_normal.jpg"
"lw2062","Husband, Father, Retired Grandpa, conservative, Navy veteran, proud NRA member",14398,522,7001,437,NA,"Lweed",2014-02-04 23:29:44,FALSE,FALSE,"lw2062","Texas, USA","en","2327883170",27,FALSE,"http://pbs.twimg.com/profile_images/654308589461344257/xi21Ybdf_normal.jpg"
"coool2016toti","#ÿßŸÑÿ≥ÿ±ÿ∑ÿßŸÜ",270,27,1,13,NA,"Tim.Ì†ºÌºà",2016-05-21 01:12:04,FALSE,FALSE,"coool2016toti","jeddah","ar","733827668479758336",0,FALSE,"http://pbs.twimg.com/profile_images/825355358948384768/ic3ebTyR_normal.jpg"
"hugsbyjustin","Words can't describe how much i love him‚ù§ Justin03.05.2016 23:08 Ì†ΩÌ≤ú Esther 23.12.2016 21:13",4951,476,5902,283,NA,"AyLeÌ†ΩÌ≤ú",2016-04-02 17:49:46,FALSE,FALSE,"hugsbyjustin","Azerbaijan","tr","716321741073682432",1,FALSE,"http://pbs.twimg.com/profile_images/826537203836866562/u-pOWj7K_normal.jpg"
"NayvethVizcaya","Hecha de polvo de estrellas y fragmentos de recuerdos.Siempre a tu lado @RtsTovar. Mi poeta, mi amor y due√±o, Siempre juntos! Copyright¬©2015",28846,10221,130610,93,"https://t.co/P6uzxPn4u1","Nayveth Vizcaya ¬Æ¬©",2015-07-13 23:23:19,FALSE,FALSE,"NayvethVizcaya","","es","3278971238",293,FALSE,"http://pbs.twimg.com/profile_images/829737971909816320/qqwutl-k_normal.jpg"
"CardonaHans666","full-time petty || part-time pretty ¬∑ Advocate of getting eaten out before, during, & after sex ¬∑‚ôâÔ∏èINTP¬∑ Typo aficionado¬∑ I hate men, but I love dick",24994,893,21718,1990,"https://t.co/bhdjb0ahZY","Alternative Fag Ì†ΩÌ±Ω",2009-04-11 02:33:58,FALSE,FALSE,"CardonaHans666","Bottoming in Austin, TX","en","30376394",55,FALSE,"http://pbs.twimg.com/profile_images/832132197473779712/3VDG61gR_normal.jpg"
"JoeMoor33349838","Retired engineer, served in Vietnam Co. D, 5th SFG a lifetime ago, still travel, scuba and ride motorcycles.",25487,631,11348,373,NA,"Joe Moore",2012-10-05 21:11:10,FALSE,FALSE,"JoeMoor33349838","Louisville, KY","en","863681048",46,FALSE,"http://pbs.twimg.com/profile_images/760152984558899200/sb-cDqmP_normal.jpg"
"FKiundo","Belieber forever",885,71,879,51,NA,"Facundo Barrios",2012-07-14 18:45:14,FALSE,FALSE,"FKiundo","Resistencia, Argentina","es","635653284",0,FALSE,"http://pbs.twimg.com/profile_images/756137733702164480/6DzJBVWq_normal.jpg"
"aceboogzny","I stream or upload PlayStation 4 Content daily. Be sure to subscribe and share my videos 
Instagram: Aceboogz_Gaming
Youtube: Aceboogz Gaming",3174,2409,2989,4751,"https://t.co/0Y9F9xrdQx","Aceboogz Gaming",2015-04-03 21:44:10,FALSE,FALSE,"aceboogzny","New York, USA","en","3131682039",93,FALSE,"http://pbs.twimg.com/profile_images/795077059089408000/3K9aSLtl_normal.jpg"
"JimJosephExp","Worldwide President @cohnwolfe, Author of The ""Experience Effect"" & ""Out and About Dad"", Adjunct Instructor @NYU (aka @OutAndAboutDad)",38267,9557,712,5713,"https://t.co/8XcSFMhnPe","Jim Joseph",2009-09-14 16:17:47,FALSE,FALSE,"JimJosephExp","New York","en","74193143",708,FALSE,"http://pbs.twimg.com/profile_images/825176806655406081/l5lYGTXo_normal.jpg"
"icbennett","Better than yesterday, not as good as tomorrow. Getting by today.",9285,200,9680,58,NA,"Ilene Bennett",2013-02-25 21:33:25,FALSE,FALSE,"icbennett","Pennsylvania","en","1219838875",14,FALSE,"http://pbs.twimg.com/profile_images/666953605942018048/RooUOO9X_normal.jpg"
"belieber0037277","I love very very very very Justƒ±n",2155,89,1147,39,NA,"BelieberÌ†ΩÌ≤úÌ†ΩÌ≤úÌ†ºÌ∑πÌ†ºÌ∑∑Ì†ºÌ∑πÌ†ºÌ∑∑",2017-02-08 07:24:32,FALSE,FALSE,"belieber0037277","T√ºrkiye","tr","829229409517314050",0,FALSE,"http://pbs.twimg.com/profile_images/831080356682014720/GKGUzG6N_normal.jpg"
"SheLovesSpazz","all around https://t.co/ARyg3dwZAG.Cosplayer. follow me on instagram https://t.co/tTnHslQJbW R.I.P my brother Jay Stokes Ì†ΩÌπèÌ†ºÌøæ",46257,11416,13054,12533,"https://t.co/RtVetY44eO","SpazzN'credibleLett",2014-04-16 15:18:11,FALSE,FALSE,"SheLovesSpazz","#NickelodeonAnimationStudios","en","2447430044",25,FALSE,"http://pbs.twimg.com/profile_images/831377587150606336/tjXznVWT_normal.jpg"
"SANGARMONY","protect ivete sangalo, fifth harmony and camila cabello at all costs",47941,5643,4093,4035,"https://t.co/xobrr6EAbI","maira",2013-03-10 00:21:46,FALSE,FALSE,"SANGARMONY","maktub: ana, sas√°, isa","pt","1255687734",13,FALSE,"http://pbs.twimg.com/profile_images/832240874084061184/mnEvZozq_normal.jpg"
"jessssiekay","",26720,503,10350,657,NA,"Jessie Landskron",2011-10-14 02:05:08,FALSE,FALSE,"jessssiekay","West Des Moines, IA","en","390490606",7,FALSE,"http://pbs.twimg.com/profile_images/828278355724222466/lIKncczw_normal.jpg"
"theefinestROSE","",10292,103,0,227,NA,"Diana Moore",2011-11-24 10:42:29,FALSE,FALSE,"theefinestROSE","-my world","en","420230335",0,FALSE,"http://pbs.twimg.com/profile_images/829307725314191360/V1ySsDio_normal.jpg"
"yiyexinyerew4","ÂèãÈÅîÂãüÈõÜÁõÆÊåá„Åõ!50000‰∫∫)100ÔºÖÊâøË™ç„Éï„Ç©„É≠„ÉØ„Éº      ÂãüÈõÜ „ÅäÈ°ò„ÅÑ„Åó„Åæ„Åô„É™„Éï„Ç©„É≠100ÔºÖËøî„Åô„Åó„Åæ„Åô  „Éï„Ç©„É≠„ÉØ„Éº100k",159,468,182,403,NA,"‰ø°Èáé‰∏Ä‰πü  4",2016-12-01 21:08:17,FALSE,FALSE,"yiyexinyerew4","Â§ßÈò™ Â≤∏ÂíåÁî∞Â∏Ç","ja","804431951973072896",0,FALSE,"http://pbs.twimg.com/profile_images/807873868001988608/2CpPb8eI_normal.jpg"
"hwfranzjr","Retired Marine,Vietnam Nam Vet. Merchant Marine Chief Engineer. Father of 5,now living in Philippines but heading back to US when vacation home completed. 100%",68373,661,29538,510,NA,"Henry Franz",2012-12-19 11:50:48,FALSE,FALSE,"hwfranzjr","","en","1021928947",64,FALSE,"http://pbs.twimg.com/profile_images/697598961121513472/rdFxyyXh_normal.jpg"
"parentchain","",36871,662,15849,791,NA,"ParentChain",2015-04-22 09:12:55,FALSE,FALSE,"parentchain","","en-gb","3194177710",56,FALSE,"http://pbs.twimg.com/profile_images/591729848034394112/wHLsP64Y_normal.jpg"
"Hitofan","",22460,851,3191,1782,NA,"Deplorable Trump1237",2011-08-26 14:19:36,FALSE,FALSE,"Hitofan","California, USA","en","362503598",38,FALSE,"http://pbs.twimg.com/profile_images/712465698308624384/LGMBGruC_normal.jpg"
"aritsandy","‚ôè || Jesus‚ô° || ghsa ‚ú®",10487,360,13504,170,NA,"ariÌ†ºÌºπ",2012-03-20 04:50:22,FALSE,FALSE,"aritsandy","","en","531005916",1,FALSE,"http://pbs.twimg.com/profile_images/812675333015015424/AJoTVgL__normal.jpg"
"fckzdalIas","sei que fui trouxa uma ou duas vezes e com uma ou duas vezes quero dizer milhares de vezes ‚Ä¢ 0/4 ‚Ä¢ 1/12 ‚Ä¢ 3/19",37061,2890,16141,1881,"https://t.co/sYsDXbP7EW","tori #GoRED",2011-11-18 00:44:19,FALSE,FALSE,"fckzdalIas","Yours, Justin","pt","415180896",14,FALSE,"http://pbs.twimg.com/profile_images/825369287254765569/5tUWGAHL_normal.jpg"
"citizenam1","Love God, country,family. Proud American!",19603,838,41159,948,NA,"Ponpon",2016-06-29 14:58:50,FALSE,FALSE,"citizenam1","United States","en","748168857831956481",60,FALSE,"http://pbs.twimg.com/profile_images/772895739919806464/BfE0t4YK_normal.jpg"
"Jymir_Holmes","Jymir Holmes #GiveNoFucks #Stoner for booking and features Jymir.h6@icloud.com #666 #RollersOnly #Rollers",4688,637,2873,241,NA,"JymirÌ†ºÌΩÉÌ†ºÌΩÉ",2016-01-23 15:14:29,FALSE,FALSE,"Jymir_Holmes","Millville","en","4838730555",22,FALSE,"http://pbs.twimg.com/profile_images/832412443670351873/K--n3iZn_normal.jpg"
"mikeykene7","‚Ä¢Everyone's Driven By Something ‚Ä¢Final year BIS student at UCC ‚Ä¢Oasis | Muse | Nirvana ‚Ä¢F1 Fanatic ‚Ä¢Cork City FC | Chelsea FC #CCFC84 #CFC",9003,193,118,523,NA,"Mikey K",2011-11-05 22:16:09,FALSE,FALSE,"mikeykene7","Cork, Ireland","en","405857360",2,FALSE,"http://pbs.twimg.com/profile_images/827190541200846848/uym0oD57_normal.jpg"
"Vermonts4Trump","Here to shout out VERMONTS love for TRUMP!! Thousand of signs still out there!! Voter registration was RIGGED.
#MAGA #DTS #2A #AmericaFIRST #WakeUpAmerica",8236,481,10076,743,NA,"Vermont4TRUMP",2016-10-11 13:39:00,FALSE,FALSE,"Vermonts4Trump","VERMONT","en","785837101908656128",16,FALSE,"http://pbs.twimg.com/profile_images/826106594098290688/j7abDIdS_normal.jpg"
"zaidalsaimar","pero quien, pudiera tener la dicha que tiene el gallo, kikiririkiki el gallo suuuubeeeeee.",40823,892,21169,1760,NA,"bollera t√©rmica",2012-09-20 19:54:02,FALSE,FALSE,"zaidalsaimar","","es","836243796",11,FALSE,"http://pbs.twimg.com/profile_images/830123878462652421/_NIaL2m__normal.jpg"
"silhouettevenuz","Watch your blues turn gold . Ì†ºÌΩ∏",23735,251,1394,205,NA,"Jack",2015-09-12 04:35:56,FALSE,FALSE,"silhouettevenuz","Venus","th","3534156914",13,FALSE,"http://pbs.twimg.com/profile_images/830974069143007233/EiTit3M3_normal.jpg"
"Katycat48050522","Katycat for life‚ù§",1249,38,1648,125,NA,"Katycat",2013-11-06 18:11:18,FALSE,FALSE,"Katycat48050522","","en","2178553525",0,FALSE,"http://pbs.twimg.com/profile_images/830814230609874944/UzymNIXM_normal.jpg"
"Awwimjason","oh hiiiii Ì†ºÌΩºÌ†ºÌΩ¶Ì†ΩÌ≤ßÌ†ΩÌ≤ñ | Ì†ΩÌ±ª: Monsieurgagaoff",4973,299,21061,288,"https://t.co/d5Sj03M05b","Himeros Vanity",2015-04-10 01:29:40,FALSE,FALSE,"Awwimjason","United States","en","3153207064",8,FALSE,"http://pbs.twimg.com/profile_images/820012486724374528/3MZb5oRY_normal.jpg"
"mjfan010","Geek, AGUILUCHO desde chiquitico ! Michael Jackson Fan, Little Monster, Apple\Google Fan",132985,2483,65624,2059,"https://t.co/li9NlkQewn","PERFECT ILLUSION",2010-07-20 11:01:55,FALSE,FALSE,"mjfan010","NEVERLAND","es","168618472",131,FALSE,"http://pbs.twimg.com/profile_images/785137452256231424/_DCy1xYq_normal.jpg"
"PhoenixGolf55","",3756,29,22,37,NA,"Jeff Snow",2016-03-09 14:46:59,FALSE,FALSE,"PhoenixGolf55","","en","707578433828683776",9,FALSE,"http://pbs.twimg.com/profile_images/730058757565255680/hgC51svT_normal.jpg"
"Nopass43Gary","Retired military, father & Christian. Believe in right is right, wrong is wrong & fair is fair. Stand with Israel & President Trump. Call it like it is. MAGA!!",3306,182,7570,512,NA,"LoveAmerica",2017-01-24 21:57:29,FALSE,FALSE,"Nopass43Gary","Texas, USA","en","824013279055859712",1,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png"
"Pelosi666","media is corrupt and will twist everything about Trump #boycottNPR #boycottCNN they are Leftist propaganda.",4134,186,1767,382,NA,"Bill Williams",2017-01-18 16:50:40,FALSE,FALSE,"Pelosi666","Beacon Hill, Boston","en","821761735262507008",5,FALSE,"http://pbs.twimg.com/profile_images/821770670862319616/TksZfUKy_normal.jpg"
"zoombouse","Trump the way!I'm proud mother of 2 sons-college-navy seal -established business men -husband grad of Missouri U retired postal -God first!",81454,2177,81244,1022,NA,"Proud American",2016-03-24 22:17:00,FALSE,FALSE,"zoombouse","Missouri, USA","en","713127503351713793",228,FALSE,"http://pbs.twimg.com/profile_images/799253087378554882/1yez3KJ6_normal.jpg"
"Osteoblast","Love God, my wife, my children, my church, my orthopedic career, my perfect dog and cat and playing a Zion R/T loudly!",7395,1264,822,1195,NA,"Osteoblast",2009-03-07 18:35:28,FALSE,FALSE,"Osteoblast","North Carolina","en","23219652",30,FALSE,"http://pbs.twimg.com/profile_images/1555271659/image_normal.jpg"
"AlinKatyCatLand","‚õìWe're All Chained To The Rhythm‚õì           Buy Chained To The Rhythm on ITunes and stream it on Spotify",5195,378,4472,341,"https://t.co/RW94BXD0kL","Ali",2009-05-18 18:09:28,FALSE,FALSE,"AlinKatyCatLand","Barcelona, Spain","es","40929080",8,FALSE,"http://pbs.twimg.com/profile_images/831621497651236864/ay1E1Smx_normal.jpg"
"53kalevasJanice","",93024,1117,56438,951,NA,"janice green",2015-08-29 13:37:15,FALSE,FALSE,"53kalevasJanice","Plainville, Ga","en","3480694935",232,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png"
"NotEasyToForget","Inbound Marketing, SEO, SEM, Social Media, and Content Marketing Consultant, Blogger, and Services Provider.",17800,9274,78,7490,"http://noteasytoforget.com","James Ball",2009-09-28 01:36:58,FALSE,FALSE,"NotEasyToForget","Greater Atlanta Area, Georgia ","en","77890226",713,FALSE,"http://pbs.twimg.com/profile_images/667743917/me3_normal.jpg"
"WellmanOne","Re-elect no one!",50726,1253,30922,983,NA,"J.R. Wellman",2015-09-20 12:02:42,FALSE,FALSE,"WellmanOne","Tennessee ","en","3717452056",97,FALSE,"http://pbs.twimg.com/profile_images/795785410244968449/I1kKYbnR_normal.jpg"
"Proofoffire","Julian Fletcher- alt right comedian. fight antifa with humor, knowledge, while palming a blade #altright #trumptrain #tcot #infowars #maga #proudboy",534,730,14,1979,"https://t.co/5vhAB6RCAX","Atila D HunnÌ†ΩÌ∞∏",2011-07-18 00:49:08,FALSE,FALSE,"Proofoffire","USA","en","337423452",1,FALSE,"http://pbs.twimg.com/profile_images/832590564822482945/ooKdEDYo_normal.jpg"
"leprincz","Moghul by descent... Foodie... Leather person... Speaks Gibberish...Globetrotter... travel enthusiast...",31313,512,159,298,NA,"Abdullah Baig",2009-08-16 06:10:30,FALSE,FALSE,"leprincz","Chennai, India","en","66065957",22,FALSE,"http://pbs.twimg.com/profile_images/478372383808438272/o50mOhdp_normal.jpeg"
"MrEdTrain","Born down on 8th street,brought up on L Street, Southie will always be my hometown! Cath,Pro Israel ,Life,2A,USMCR,Love God,Family,Country, Humor always ! TRUMP",184848,45200,191013,38196,"https://t.co/11hHsShwB3","‚òòÔ∏èEddieMAGATrumpÌ†ºÌ∑∫Ì†ºÌ∑∏",2014-12-03 01:57:20,FALSE,FALSE,"MrEdTrain","Quincy, MA ","en","2903166449",632,FALSE,"http://pbs.twimg.com/profile_images/818239452002848768/ZN6N_KZI_normal.jpg"
"AllyPeckx","thanking God for creating my idols. ‚ú®",822,78,1128,231,NA,"PerryPewDie Ì†ºÌºê",2014-04-11 14:49:32,FALSE,FALSE,"AllyPeckx","","en","2476396599",0,FALSE,"http://pbs.twimg.com/profile_images/828883072963768320/lH_gIxMk_normal.jpg"
"MarymarJb","‚ô°Justin Bieber is my idol‚ô°
#BELIEBER_FOREVER‚ù§   Hi Justin, I love you so much bae‚ù§    FOLLOW ME PLS 
Ì†ΩÌ≤ñI LOVE YOUÌ†ΩÌ≤ñ
#Sorry 
#ColdWater",3574,692,1959,857,NA,"‚ôöJB KING‚ôö",2015-11-14 11:29:58,FALSE,FALSE,"MarymarJb","Ukiah, CA","ro","4186041262",3,FALSE,"http://pbs.twimg.com/profile_images/804006605608128512/UAbXQKW4_normal.jpg"
"NyliborAlfafara","belieber ‚úß r2alonte. / followed by @justinbieber  , @john and @johnnyosings ^œâ^
you know my name not my story ./. DON'T ME BITCH!  '_' justin is my drugs :*",1475,475,1369,361,"https://t.co/DwHlgf2Jxf","RobilynBiebs‚ô°",2015-01-01 18:04:17,FALSE,FALSE,"NyliborAlfafara","SA PUSO NI JB AT RONNIE2","en","2955209495",1,FALSE,"http://pbs.twimg.com/profile_images/832589096920834048/HxotF9iX_normal.jpg"
"goodprences","I know I will die, I also know about death. @justinbieber",15144,1566,11335,884,NA,"#Se'layda4ever",2015-12-21 20:35:55,FALSE,FALSE,"goodprences","","tr","4560477057",6,FALSE,"http://pbs.twimg.com/profile_images/830816490475634690/pc0C47ft_normal.jpg"
"jitsuni_ii_i","ÁôæÂêà„Åè„Çå„Ç¥„É™„É©",2725,80,105,53,"https://t.co/SL1vdF6yNU","itwo",2015-11-05 15:43:36,FALSE,FALSE,"jitsuni_ii_i","","ja","4136344998",2,FALSE,"http://pbs.twimg.com/profile_images/831518627799052288/cyU__D-0_normal.jpg"
"PictureCatcherB","Picture Catcher Bat ¬Æ is the ultimate gift to hold your favorite pictures, ticket stubs, business cards, recipes, etc. The uses are endless! US Pat. # D695,028.",5980,2091,29782,2592,"https://t.co/PFHi9Cd7YP","Picture Catcher Bat¬Æ",2013-03-23 00:21:20,FALSE,FALSE,"PictureCatcherB","Portsmouth, NH","en","1290008041",41,FALSE,"http://pbs.twimg.com/profile_images/488860426042474496/ivyI8TlG_normal.jpeg"
